證券代碼,簡稱,年月日,開盤價(元),收盤價(元),成交量(千股)
00696B ,富邦美債20年 ,20180619,    37.4620,    37.5192,      305
00679B ,元大美債20年 ,20180619,    35.5975,    35.8655,      597
00697B ,元大美債7-10 ,20180619,    36.4851,    36.6402,      341
00687B ,國泰20年美債 ,20180619,    37.1163,    37.3461,      670
00694B ,富邦美債1-3  ,20180619,    38.3088,    38.3281,      342
00695B ,富邦美債7-10 ,20180619,    35.1656,    35.1382,      367
00719B ,元大美債1-3  ,20180619,    30.3889,    30.3791,      403
00696B ,富邦美債20年 ,20180620,    37.6624,    37.4715,      303
00679B ,元大美債20年 ,20180620,    35.8560,    35.8942,      393
00697B ,元大美債7-10 ,20180620,    36.6208,    36.7663,      311
00687B ,國泰20年美債 ,20180620,    37.3653,    37.3174,      505
00694B ,富邦美債1-3  ,20180620,    38.3668,    38.3861,      304
00695B ,富邦美債7-10 ,20180620,    35.3028,    35.1290,      329
00719B ,元大美債1-3  ,20180620,    30.4380,    30.4675,      404
00696B ,富邦美債20年 ,20180621,    37.2901,    37.2519,      418
00679B ,元大美債20年 ,20180621,    35.7794,    35.6262,      410
00697B ,元大美債7-10 ,20180621,    36.6693,    36.6499,      328
00687B ,國泰20年美債 ,20180621,    37.0015,    37.0876,      401
00694B ,富邦美債1-3  ,20180621,    38.3765,    38.4151,      404
00695B ,富邦美債7-10 ,20180621,    35.0284,    35.0924,      310
00719B ,元大美債1-3  ,20180621,    30.4969,    30.5166,      407
00696B ,富邦美債20年 ,20180622,    37.5861,    37.5765,    25801
00679B ,元大美債20年 ,20180622,    35.8272,    35.9134,      373
00697B ,元大美債7-10 ,20180622,    36.8923,    36.8729,      328
00687B ,國泰20年美債 ,20180622,    37.3940,    37.4131,      411
00694B ,富邦美債1-3  ,20180622,    38.5795,    38.5988,      300
00695B ,富邦美債7-10 ,20180622,    35.3485,    35.3302,    26300
00719B ,元大美債1-3  ,20180622,    30.6344,    30.6344,      404
00696B ,富邦美債20年 ,20180625,    37.9107,    37.9107,      301
00679B ,元大美債20年 ,20180625,    35.9995,    36.1814,      852
00697B ,元大美債7-10 ,20180625,    37.0959,    37.0087,      324
00687B ,國泰20年美債 ,20180625,    37.5759,    37.6525,      402
00694B ,富邦美債1-3  ,20180625,    38.6085,    38.6085,      300
00695B ,富邦美債7-10 ,20180625,    35.3485,    35.5406,      357
00719B ,元大美債1-3  ,20180625,    30.7130,    30.6639,      404
00696B ,富邦美債20年 ,20180626,    37.8725,    37.9584,      340
00679B ,元大美債20年 ,20180626,    36.0857,    36.1910,     1407
00697B ,元大美債7-10 ,20180626,    37.0862,    37.0378,      329
00687B ,國泰20年美債 ,20180626,    37.6716,    37.6237,      746
00694B ,富邦美債1-3  ,20180626,    38.6762,    38.6955,      304
00695B ,富邦美債7-10 ,20180626,    35.4674,    35.5772,      372
00719B ,元大美債1-3  ,20180626,    30.7620,    30.7031,      402
00696B ,富邦美債20年 ,20180627,    37.9488,    37.9298,    21307
00679B ,元大美債20年 ,20180627,    36.1527,    36.2676,    27890
00697B ,元大美債7-10 ,20180627,    37.0959,    37.1250,      338
00687B ,國泰20年美債 ,20180627,    37.6237,    37.7386,      438
00694B ,富邦美債1-3  ,20180627,    38.6955,    38.7245,      316
00695B ,富邦美債7-10 ,20180627,    35.5772,    35.5497,      302
00719B ,元大美債1-3  ,20180627,    30.7326,    30.7424,      400
00696B ,富邦美債20年 ,20180628,    38.2066,    38.3880,    13364
00679B ,元大美債20年 ,20180628,    36.4973,    36.6983,    28426
00697B ,元大美債7-10 ,20180628,    37.2802,    37.3480,      380
00687B ,國泰20年美債 ,20180628,    38.1216,    38.2077,    11791
00694B ,富邦美債1-3  ,20180628,    38.7149,    38.9083,      329
00695B ,富邦美債7-10 ,20180628,    35.7967,    35.8058,      363
00719B ,元大美債1-3  ,20180628,    30.8308,    30.8504,      400
00696B ,富邦美債20年 ,20180629,    38.4453,    38.3689,      350
00679B ,元大美債20年 ,20180629,    36.6791,    36.5547,    28179
00697B ,元大美債7-10 ,20180629,    37.2608,    37.1638,      307
00687B ,國泰20年美債 ,20180629,    38.2939,    38.0737,     1118
00694B ,富邦美債1-3  ,20180629,    38.9083,    38.9083,      305
00695B ,富邦美債7-10 ,20180629,    35.8241,    35.7784,      435
00719B ,元大美債1-3  ,20180629,    30.9093,    30.7817,      402
00696B ,富邦美債20年 ,20180702,    38.1780,    38.1780,      351
00679B ,元大美債20年 ,20180702,    36.5547,    36.5164,      598
00697B ,元大美債7-10 ,20180702,    37.1638,    37.1832,      302
00687B ,國泰20年美債 ,20180702,    37.9301,    38.0162,      403
00694B ,富邦美債1-3  ,20180702,    38.8502,    38.7245,      306
00695B ,富邦美債7-10 ,20180702,    35.6686,    35.6686,      300
00719B ,元大美債1-3  ,20180702,    30.7817,    30.7817,      401
00696B ,富邦美債20年 ,20180703,    38.3212,    38.3785,      302
00679B ,元大美債20年 ,20180703,    36.5164,    36.7366,     1074
00697B ,元大美債7-10 ,20180703,    37.3383,    37.3965,      303
00687B ,國泰20年美債 ,20180703,    38.0833,    38.1886,      352
00694B ,富邦美債1-3  ,20180703,    38.9276,    39.0049,      832
00695B ,富邦美債7-10 ,20180703,    35.7692,    35.8332,      311
00719B ,元大美債1-3  ,20180703,    30.8602,    30.9486,      453
00696B ,富邦美債20年 ,20180704,    38.4166,    38.4166,      300
00679B ,元大美債20年 ,20180704,    36.7366,    36.7174,      431
00697B ,元大美債7-10 ,20180704,    37.3286,    37.3577,      300
00687B ,國泰20年美債 ,20180704,    38.2556,    38.2460,      929
00694B ,富邦美債1-3  ,20180704,    38.8406,    38.8406,      300
00695B ,富邦美債7-10 ,20180704,    35.8150,    35.8150,      300
00719B ,元大美債1-3  ,20180704,    30.8308,    30.8602,      402
00696B ,富邦美債20年 ,20180705,    38.4262,    38.3880,      303
00679B ,元大美債20年 ,20180705,    36.7461,    36.7653,      359
00697B ,元大美債7-10 ,20180705,    37.2996,    37.3286,      303
00687B ,國泰20年美債 ,20180705,    38.3322,    38.2939,      201
00694B ,富邦美債1-3  ,20180705,    38.8889,    38.8696,      302
00695B ,富邦美債7-10 ,20180705,    35.8150,    35.8515,      301
00719B ,元大美債1-3  ,20180705,    30.9093,    30.8111,      402
00696B ,富邦美債20年 ,20180706,    38.5885,    38.5885,      355
00679B ,元大美債20年 ,20180706,    36.8131,    36.8036,      431
00697B ,元大美債7-10 ,20180706,    37.3383,    37.2899,      302
00687B ,國泰20年美債 ,20180706,    38.3513,    38.3513,      816
00694B ,富邦美債1-3  ,20180706,    38.8696,    38.9179,      307
00695B ,富邦美債7-10 ,20180706,    35.8515,    35.7692,      323
00719B ,元大美債1-3  ,20180706,    30.8308,    30.8210,      401
00696B ,富邦美債20年 ,20180709,    38.5312,    38.4930,     3353
00679B ,元大美債20年 ,20180709,    36.8036,    36.7557,    26427
00697B ,元大美債7-10 ,20180709,    37.2026,    37.1541,      300
00687B ,國泰20年美債 ,20180709,    38.3417,    38.3130,      903
00694B ,富邦美債1-3  ,20180709,    38.7245,    38.6569,      366
00695B ,富邦美債7-10 ,20180709,    35.7326,    35.7143,      301
00719B ,元大美債1-3  ,20180709,    30.7522,    30.6933,      412
00696B ,富邦美債20年 ,20180710,    38.1684,    38.2353,      301
00679B ,元大美債20年 ,20180710,    36.6504,    36.5547,      384
00697B ,元大美債7-10 ,20180710,    37.1735,    37.0281,      308
00687B ,國泰20年美債 ,20180710,    38.1981,    38.0450,      338
00694B ,富邦美債1-3  ,20180710,    38.6762,    38.6762,      300
00695B ,富邦美債7-10 ,20180710,    35.5772,    35.5772,      300
00719B ,元大美債1-3  ,20180710,    30.6540,    30.6344,      451
00696B ,富邦美債20年 ,20180711,    38.4835,    38.5598,      304
00679B ,元大美債20年 ,20180711,    36.6313,    36.7461,      437
00697B ,元大美債7-10 ,20180711,    37.1153,    37.2414,      307
00687B ,國泰20年美債 ,20180711,    38.3705,    38.2843,      201
00694B ,富邦美債1-3  ,20180711,    38.8116,    38.8116,      300
00695B ,富邦美債7-10 ,20180711,    35.7601,    35.7601,      300
00719B ,元大美債1-3  ,20180711,    30.8504,    30.7326,      532
00696B ,富邦美債20年 ,20180712,    38.5598,    38.5217,      401
00679B ,元大美債20年 ,20180712,    36.8514,    36.8036,      392
00697B ,元大美債7-10 ,20180712,    37.2317,    37.2317,      306
00687B ,國泰20年美債 ,20180712,    38.3322,    38.4375,      455
00694B ,富邦美債1-3  ,20180712,    38.8696,    38.8116,      301
00695B ,富邦美債7-10 ,20180712,    35.8150,    35.8150,      300
00719B ,元大美債1-3  ,20180712,    30.8308,    30.7424,      579
00696B ,富邦美債20年 ,20180713,    38.5026,    38.5026,      300
00679B ,元大美債20年 ,20180713,    36.8514,    36.8419,      320
00697B ,元大美債7-10 ,20180713,    37.2317,    37.3189,      301
00687B ,國泰20年美債 ,20180713,    38.3992,    38.3705,      201
00694B ,富邦美債1-3  ,20180713,    38.8502,    38.8406,      655
00695B ,富邦美債7-10 ,20180713,    35.7784,    35.7784,      300
00719B ,元大美債1-3  ,20180713,    30.8210,    30.7522,      701
00696B ,富邦美債20年 ,20180716,    38.7031,    38.7412,      307
00679B ,元大美債20年 ,20180716,    36.9184,    37.0237,      405
00697B ,元大美債7-10 ,20180716,    37.3189,    37.3674,      305
00687B ,國泰20年美債 ,20180716,    38.4853,    38.4853,      276
00694B ,富邦美債1-3  ,20180716,    38.9179,    38.9373,      307
00695B ,富邦美債7-10 ,20180716,    35.9338,    35.9247,      311
00719B ,元大美債1-3  ,20180716,    30.7915,    30.7719,     1217
00696B ,富邦美債20年 ,20180717,    38.4071,    38.4739,      356
00679B ,元大美債20年 ,20180717,    36.9089,    36.8036,      781
00697B ,元大美債7-10 ,20180717,    37.2996,    37.2802,      302
00687B ,國泰20年美債 ,20180717,    38.2747,    38.3322,      639
00694B ,富邦美債1-3  ,20180717,    38.8406,    38.8406,      311
00695B ,富邦美債7-10 ,20180717,    35.9247,    35.8515,      302
00719B ,元大美債1-3  ,20180717,    30.8602,    30.8111,      401
00696B ,富邦美債20年 ,20180718,    38.4166,    38.4166,      300
00679B ,元大美債20年 ,20180718,    36.8036,    36.8419,      532
00697B ,元大美債7-10 ,20180718,    37.2608,    37.2608,      330
00687B ,國泰20年美債 ,20180718,    38.2364,    38.3035,      521
00694B ,富邦美債1-3  ,20180718,    38.8406,    38.8406,      535
00695B ,富邦美債7-10 ,20180718,    35.7418,    35.7692,      304
00719B ,元大美債1-3  ,20180718,    30.7620,    30.7817,      400
00696B ,富邦美債20年 ,20180719,    38.3498,    38.3880,      306
00679B ,元大美債20年 ,20180719,    36.7749,    36.7461,      330
00697B ,元大美債7-10 ,20180719,    37.2608,    37.3092,      307
00687B ,國泰20年美債 ,20180719,    38.2173,    38.2173,      200
00694B ,富邦美債1-3  ,20180719,    38.9856,    38.9953,      301
00695B ,富邦美債7-10 ,20180719,    35.8058,    35.8332,      352
00719B ,元大美債1-3  ,20180719,    30.8799,    30.8995,      522
00696B ,富邦美債20年 ,20180720,    38.7126,    38.7603,      305
00679B ,元大美債20年 ,20180720,    36.9184,    37.0237,     2892
00697B ,元大美債7-10 ,20180720,    37.4741,    37.5710,      303
00687B ,國泰20年美債 ,20180720,    38.2364,    38.5141,      295
00694B ,富邦美債1-3  ,20180720,    39.1597,    39.0920,    12806
00695B ,富邦美債7-10 ,20180720,    36.1168,    36.1168,      301
00719B ,元大美債1-3  ,20180720,    30.9290,    30.9781,      675
00696B ,富邦美債20年 ,20180723,    38.4835,    38.3403,      301
00679B ,元大美債20年 ,20180723,    36.6504,    36.5930,     5512
00697B ,元大美債7-10 ,20180723,    37.3771,    37.3480,      301
00687B ,國泰20年美債 ,20180723,    38.0641,    38.0641,     2705
00694B ,富邦美債1-3  ,20180723,    39.0146,    38.9566,      301
00695B ,富邦美債7-10 ,20180723,    35.9796,    35.8790,      303
00719B ,元大美債1-3  ,20180723,    30.8602,    30.8701,      400
00696B ,富邦美債20年 ,20180724,    37.9966,    37.9870,      305
00679B ,元大美債20年 ,20180724,    36.2771,    36.2771,      472
00697B ,元大美債7-10 ,20180724,    37.2996,    37.2414,      305
00687B ,國泰20年美債 ,20180724,    37.6812,    37.7578,      218
00694B ,富邦美債1-3  ,20180724,    39.0920,    39.0340,      302
00695B ,富邦美債7-10 ,20180724,    35.7875,    35.7875,      300
00719B ,元大美債1-3  ,20180724,    30.9388,    30.9191,      401
00696B ,富邦美債20年 ,20180725,    38.1780,    38.1780,    50300
00679B ,元大美債20年 ,20180725,    36.3728,    36.3633,      369
00697B ,元大美債7-10 ,20180725,    37.2802,    37.2608,      301
00687B ,國泰20年美債 ,20180725,    37.8344,    37.8152,    31202
00694B ,富邦美債1-3  ,20180725,    39.0630,    38.9856,      301
00695B ,富邦美債7-10 ,20180725,    35.7967,    35.7967,      300
00719B ,元大美債1-3  ,20180725,    30.9290,    30.8897,      401
00696B ,富邦美債20年 ,20180726,    37.8532,    37.9397,      305
00679B ,元大美債20年 ,20180726,    36.1718,    36.1240,    13897
00697B ,元大美債7-10 ,20180726,    37.0572,    37.0669,      300
00687B ,國泰20年美債 ,20180726,    37.6127,    37.6031,      553
00694B ,富邦美債1-3  ,20180726,    38.9186,    38.9477,      316
00695B ,富邦美債7-10 ,20180726,    35.5986,    35.6628,      314
00719B ,元大美債1-3  ,20180726,    30.7817,    30.7915,      401
00696B ,富邦美債20年 ,20180727,    37.8628,    37.8436,    13304
00679B ,元大美債20年 ,20180727,    36.2101,    36.1144,      364
00697B ,元大美債7-10 ,20180727,    37.0669,    37.0475,      303
00687B ,國泰20年美債 ,20180727,    37.6609,    37.4971,     1572
00694B ,富邦美債1-3  ,20180727,    38.9574,    38.8701,      302
00695B ,富邦美債7-10 ,20180727,    35.5803,    35.6261,      302
00719B ,元大美債1-3  ,20180727,    30.8406,    30.8013,      401
00696B ,富邦美債20年 ,20180730,    37.9589,    38.0262,    13301
00679B ,元大美債20年 ,20180730,    36.2005,    36.1910,      337
00697B ,元大美債7-10 ,20180730,    37.0572,    37.1444,      301
00687B ,國泰20年美債 ,20180730,    37.6320,    37.6320,      550
00694B ,富邦美債1-3  ,20180730,    38.9963,    38.9963,      300
00695B ,富邦美債7-10 ,20180730,    35.6720,    35.6720,      300
00719B ,元大美債1-3  ,20180730,    30.8602,    30.8701,      402
00696B ,富邦美債20年 ,20180731,    37.8916,    37.8916,      300
00679B ,元大美債20年 ,20180731,    36.1718,    36.2771,      364
00697B ,元大美債7-10 ,20180731,    37.1347,    37.1832,      300
00687B ,國泰20年美債 ,20180731,    37.5645,    37.6995,      318
00694B ,富邦美債1-3  ,20180731,    38.9963,    38.9963,      300
00695B ,富邦美債7-10 ,20180731,    35.6536,    35.6903,      302
00719B ,元大美債1-3  ,20180731,    30.8897,    30.8701,      401
00696B ,富邦美債20年 ,20180801,    37.9109,    37.9109,      300
00679B ,元大美債20年 ,20180801,    36.2676,    36.1814,      364
00697B ,元大美債7-10 ,20180801,    37.1153,    37.1153,      304
00687B ,國泰20年美債 ,20180801,    37.5742,    37.6224,      857
00694B ,富邦美債1-3  ,20180801,    38.9672,    39.0254,      302
00695B ,富邦美債7-10 ,20180801,    35.6445,    35.6445,      300
00719B ,元大美債1-3  ,20180801,    30.8995,    30.8897,      401
00696B ,富邦美債20年 ,20180802,    37.7091,    37.8148,      304
00679B ,元大美債20年 ,20180802,    36.0761,    36.0378,      467
00697B ,元大美債7-10 ,20180802,    37.1153,    37.1056,      300
00687B ,國泰20年美債 ,20180802,    37.5067,    37.4682,      735
00694B ,富邦美債1-3  ,20180802,    39.0060,    39.0740,      301
00695B ,富邦美債7-10 ,20180802,    35.6169,    35.6169,      300
00719B ,元大美債1-3  ,20180802,    30.8897,    30.8995,      402
00696B ,富邦美債20年 ,20180803,    37.9109,    37.8820,    63801
00679B ,元大美債20年 ,20180803,    36.0378,    36.0953,      462
00697B ,元大美債7-10 ,20180803,    37.2026,    37.1832,      300
00687B ,國泰20年美債 ,20180803,    37.4682,    37.5453,      206
00694B ,富邦美債1-3  ,20180803,    39.1128,    39.1711,      302
00695B ,富邦美債7-10 ,20180803,    35.6720,    35.7362,      301
00719B ,元大美債1-3  ,20180803,    30.9191,    30.9584,      402
00696B ,富邦美債20年 ,20180806,    38.0550,    37.9877,      315
00679B ,元大美債20年 ,20180806,    36.1144,    36.1814,      352
00697B ,元大美債7-10 ,20180806,    37.2899,    37.2026,      304
00687B ,國泰20年美債 ,20180806,    37.6127,    37.5645,      207
